FPRate;TPRate;thresholds
0,0;0,0;1,8002632856369019
0,0009930486593843098;0,0;0,8002632856369019
0,0009930486593843098;0,008771929824561403;0,7947547435760498
0,00893743793445879;0,008771929824561403;0,7557786703109741
0,00893743793445879;0,017543859649122806;0,7554720640182495
0,011916583912611719;0,017543859649122806;0,7508351802825928
0,011916583912611719;0,02631578947368421;0,7480867505073547
0,014895729890764648;0,02631578947368421;0,7376503348350525
0,014895729890764648;0,043859649122807015;0,7242576479911804
0,018867924528301886;0,043859649122807015;0,7052411437034607
0,018867924528301886;0,05263157894736842;0,704617440700531
0,019860973187686197;0,05263157894736842;0,7008196115493774
0,019860973187686197;0,06140350877192982;0,6999122500419617
0,024826216484607744;0,06140350877192982;0,6873166561126709
0,024826216484607744;0,07017543859649122;0,6860798597335815
0,027805362462760674;0,07017543859649122;0,6789842844009399
0,027805362462760674;0,07894736842105263;0,6766224503517151
0,029791459781529295;0,07894736842105263;0,6707942485809326
0,029791459781529295;0,08771929824561403;0,6685474514961243
0,03475670307845084;0,08771929824561403;0,661593496799469
0,03475670307845084;0,09649122807017543;0,6602882146835327
0,036742800397219465;0,09649122807017543;0,6591739058494568
0,036742800397219465;0,10526315789473684;0,659007728099823
0,03773584905660377;0,10526315789473684;0,6569110155105591
0,03773584905660377;0,12280701754385964;0,6506820917129517
0,0407149950347567;0,12280701754385964;0,6474490761756897
0,0407149950347567;0,13157894736842105;0,6472889184951782
0,041708043694141016;0,13157894736842105;0,6471481323242188
0,041708043694141016;0,14035087719298245;0,6467602849006653
0,04270109235352532;0,14035087719298245;0,6464725136756897
0,04270109235352532;0,14912280701754385;0,6436185240745544
0,04369414101290963;0,14912280701754385;0,6435576677322388
0,04369414101290963;0,15789473684210525;0,6424996852874756
0,04965243296921549;0,15789473684210525;0,6348920464515686
0,04965243296921549;0,16666666666666666;0,6300229430198669
0,0506454816285998;0,16666666666666666;0,6298566460609436
0,0506454816285998;0,17543859649122806;0,6293782591819763
0,06554121151936444;0,17543859649122806;0,6184257864952087
0,06554121151936444;0,19298245614035087;0,6152173280715942
0,06951340615690169;0,19298245614035087;0,6127170920372009
0,06951340615690169;0,20175438596491227;0,6123989224433899
0,07845084409136048;0,20175438596491227;0,6092857122421265
0,07845084409136048;0,21052631578947367;0,6092190742492676
0,08540218470705065;0,21052631578947367;0,6064357757568359
0,08540218470705065;0,21929824561403508;0,6063256859779358
0,08639523336643495;0,21929824561403508;0,6062431335449219
0,08639523336643495;0,22807017543859648;0,6055310368537903
0,09235352532274081;0,22807017543859648;0,6014547348022461
0,09235352532274081;0,2543859649122807;0,599457323551178
0,09831181727904667;0,2543859649122807;0,5977329611778259
0,09831181727904667;0,2631578947368421;0,5977104306221008
0,09930486593843098;0,2631578947368421;0,5975494384765625
0,09930486593843098;0,2719298245614035;0,5973883271217346
0,10327706057596822;0,2719298245614035;0,5969126224517822
0,10327706057596822;0,2807017543859649;0,5966857671737671
0,10526315789473684;0,2807017543859649;0,5961586833000183
0,10526315789473684;0,2982456140350877;0,5958905220031738
0,1211519364448858;0,2982456140350877;0,5893298983573914
0,1211519364448858;0,30701754385964913;0,5892937183380127
0,12611717974180736;0,30701754385964913;0,587378203868866
0,12611717974180736;0,3157894736842105;0,587228000164032
0,13108242303872888;0,3157894736842105;0,5857763886451721
0,13108242303872888;0,32456140350877194;0,5856989026069641
0,1320754716981132;0,32456140350877194;0,5853113532066345
0,1320754716981132;0,3333333333333333;0,5851981043815613
0,1400198609731877;0,3333333333333333;0,5810012221336365
0,1400198609731877;0,34210526315789475;0,5806061625480652
0,1519364448857994;0,34210526315789475;0,5774545073509216
0,1519364448857994;0,3508771929824561;0,5768880844116211
0,1618669314796425;0,3508771929824561;0,5710810422897339
0,1618669314796425;0,35964912280701755;0,5700131058692932
0,1708043694141013;0,35964912280701755;0,5682298541069031
0,1708043694141013;0,3684210526315789;0,5681798458099365
0,17378351539225423;0,3684210526315789;0,5679389238357544
0,17378351539225423;0,37719298245614036;0,5677787661552429
0,17874875868917578;0,37719298245614036;0,5660306215286255
0,17874875868917578;0,38596491228070173;0,5657771825790405
0,18570009930486595;0,38596491228070173;0,5646953582763672
0,18570009930486595;0,39473684210526316;0,5646369457244873
0,1926514399205561;0,39473684210526316;0,5621830224990845
0,1926514399205561;0,40350877192982454;0,561773419380188
0,19463753723932473;0,40350877192982454;0,5613577365875244
0,19463753723932473;0,41228070175438597;0,5611591935157776
0,19761668321747766;0,41228070175438597;0,5598289370536804
