val_loss;val_acc;loss;acc
10,85442730356767;0,4651032933338204;11,084731794052693;0,5073695162181034
10,222179577378572;0,4762702394403738;10,421750449340513;0,5259233570623919
9,439947507955187;0,4863204912124966;9,816076020547872;0,5125715276676963
8,86951009152922;0,490228923321569;9,249578395087445;0,5132651292142906
8,329326160522495;0,5080960348190242;8,685742961816736;0,5203745448395019
7,817251198522077;0,5013958675810772;8,146901463561028;0,5297381654394672
7,338640210350288;0,5086543839580849;7,659046056346255;0,525056355129149
6,886085860360474;0,5114461196194409;7,190415907840454;0,5238425524587831
6,477588087004167;0,5108877709962215;6,75257683197175;0,5318189700327404
6,087331728985827;0,5075376877932493;6,352622952104876;0,5245361540002097
5,72370697864935;0,5131211596318026;5,9814429932209485;0,5174267383439921
5,381327407843304;0,5136795093366249;5,616959400021557;0,5278307612431778
5,061685408246643;0,527638190289172;5,282672819571167;0,5326859719246414
4,769307713213078;0,5393634831552596;4,979468622632636;0,532165770795702
4,491602576291474;0,5360134014998116;4,690225833951032;0,5300849661920933
4,233037819747882;0,5388051374274083;4,4172202783832315;0,5444771978653384
3,993839722116322;0,5309882761379117;4,1720173390750475;0,5207213455947118
3,7704118319159443;0,5494137357094646;3,932660752821159;0,5340731749713203
3,561350100004493;0,5533221654556505;3,714854704769393;0,5366741806883653
3,369774753990152;0,5460636532885744;3,5144769108975513;0,533379573466068
3,2058345034826674;0,5471803481388465;3,33987405375796;0,5345933761364339
3,0446710044747953;0,5399218304472753;3,1585967482448924;0,5482920062734201
2,8971159593943177;0,5371300942534378;3,012874982376456;0,5470782036030543
2,763774920015745;0,5443886093158817;2,8707592234322945;0,541876192158629
2,6429573412649727;0,5365717477601444;2,7443523627748023;0,5425697936845525
2,528832899665513;0,5482970390287876;2,626648922034353;0,5408357898542409
2,437910235307524;0,5494137336128188;2,522763936052873;0,552280215037144
2,356419660471326;0,5410385252975473;2,4392918229041074;0,5550546211253342
2,274043692349722;0,5482970387625468;2,345406148056234;0,5578290272316115
2,1955786392982946;0,5633724180431355;2,2580152432716387;0,5623374371630326
2,126960153755431;0,5672808503851685;2,181588038758221;0,5658054447874817
2,0614892793460506;0,5728643227728434;2,124702108160594;0,5547078203882112
2,0031174649611856;0,5661641526395286;2,047902925187718;0,5668458470660312
1,9505098392549405;0,5806811856597845;2,004036483182555;0,558522628754951
1,8974636608099285;0,5884980464167997;1,9472040481825357;0,5626842379104912
1,844029785067858;0,5951982149526701;1,8852152163345313;0,5729148604230284
1,8049430296715248;0,5929648229225197;1,844317522416066;0,5649384428955807
1,7621155543942348;0,6030150757429654;1,7994645135084761;0,5602566325697593
1,7297840360687273;0,5840312688793968;1,76667915367059;0,5654586440296877
1,6947115326247224;0,5829145716662383;1,7164241297728313;0,5755158661400732
1,6742283256276236;0,5834729202894576;1,7035693223955561;0,572568059654899
1,640594007781203;0,5851479600355787;1,663787888533862;0,5756892665473927
1,6099009425995539;0,5935231715124589;1,6424208980551704;0,5685798508963429
1,568390672796602;0,5873813510340462;1,5899842031001632;0,5864400901992047
1,5569666824415367;0,5840312691456375;1,5789862261170715;0,5677128489992741
1,5224038895650125;0,5901730885590873;1,545839337184728;0,5715276573763494
1,5007618087287191;0,5873813500023634;1,509331009634781;0,5857464886526105
1,473748921083379;0,5706309338710216;1,4879596535577009;0,5751690654029502
1,4583590955856724;0,5706309333385402;1,470096282742353;0,5744754638615237
1,4485446538823998;0,5801228346736786;1,4550247687245028;0,575342465784431
1,4145730703253776;0,5829145727312013;1,4254358670565581;0,5911219004888519
1,3870010318734804;0,5817978768159663;1,3956299774440464;0,5838390844511535
1,3777832435137196;0,5756560574025166;1,3786761488682149;0,5841858852399539
1,3445674647571386;0,5801228346736786;1,3580101144071963;0,5782902722437666
1,327135911738653;0,5873813510673264;1,3289505442982636;0,594589908113301
1,314947908381255;0,5957565617454844;1,3158626486115301;0,5900814981844638
1,2990842981088235;0,5728643230390842;1,3008412370570968;0,5944165077473234
1,2747656139563344;0,5767727543494343;1,270798607862283;0,5973643142169944
1,2569754481115931;0,5773311019076907;1,250502683435463;0,6001387203206878
1,246471406892982;0,5979899517122691;1,2506409830994967;0,5881740939881746
1,230775559700647;0,589056393975056;1,2249483830266918;0,5940697069843617
1,2365873186099736;0,6018983803602119;1,223200702328233;0,5971909138510169
1,2135224186595361;0,5901730872611638;1,2043114997122262;0,5886942951481202
1,1899442286014823;0,581239531088115;1,1858204026269359;0,5925091035510341
1,181460914766236;0,5706309333385402;1,1730090369792916;0,5975377145933075
1,1696287494741426;0,5884980464167997;1,1530640784470816;0,6015259233725346
1,1554275506172413;0,5784477927976317;1,1340781657601098;0,5994451188102677
1,1471313735348496;0,5711892782676693;1,12919850330409;0,5912953008703328
1,129907292403834;0,5672808485214834;1,1031981216511364;0,6022195249139611
1,111520030723478;0,5879396988585434;1,0957462621227136;0,5971909138406813
1,1136863674949762;0,5862646569824964;1,1083885573505714;0,5964973123095902
1,1111210200588242;0,5795644879141445;1,096890574024975;0,5968441130880552
1,0973434833625653;0,5795644876479038;1,0740734841477546;0,6008323218621144
1,0808048419350689;0,587939700189747;1,0552834366230694;0,6032599272028462
1,0779418965946157;0,5834729215873812;1,051563734381497;0,6108895439621644
1,0561640749824306;0,5884980474817626;1,0344745243403906;0,6058609329250588
1,046552094981898;0,5784477933301132;1,0167328005381095;0,6086353390029136
1,0348778838621444;0,597989949848584;1,0109106544007953;0,6088087393998975
1,0237172866985826;0,5829145734966433;1,0000311071028924;0,6133171493287348
1,0156891722708425;0,5963149093037408;0,9938150845430578;0,6134905496998803
1,00873010362213;0,6097152445783567;0,9886762981545435;0,6153979538754986
1,008889372058583;0,5857063102229623;0,9742229020800193;0,6032599271925108
